location_id,date_utc,temperature_max_c,temperature_min_c,precipitation_mm,wind_max_kmh,rain_probability_max_pct,flow_median_m3s,flow_p25_m3s,flow_p75_m3s,weather_retrieved_utc,flood_retrieved_utc
hanwella,2026-09-17,28.3,23.6,7.7,17.5,99,5.34,5.32,5.37,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-18,27.8,23.0,32.1,16.8,100,5.37,5.26,5.58,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-19,28.3,22.6,53.0,11.8,100,5.75,5.5,6.4,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-20,27.7,22.5,44.9,13.3,100,6.78,6.01,7.74,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-21,26.9,22.9,31.6,14.2,100,7.89,6.8,10.26,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-22,26.8,23.0,38.7,15.0,100,9.16,6.98,12.4,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-23,25.6,23.3,37.1,13.1,100,10.91,8.24,13.67,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-24,26.3,23.2,51.5,16.9,100,13.62,10.06,16.04,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-25,25.9,23.4,42.7,15.7,100,15.67,11.38,18.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-26,27.1,23.1,45.1,17.0,96,16.46,12.14,20.18,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-27,25.3,23.1,35.3,12.9,94,16.5,12.32,19.63,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-28,26.3,23.4,20.6,9.7,95,15.37,11.63,18.62,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-29,28.1,23.3,18.6,9.6,97,14.6,11.09,17.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-09-30,26.9,22.7,19.9,9.1,90,14.17,10.74,17.37,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-10-01,30.2,23.1,7.1,7.5,89,13.55,10.36,16.95,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
hanwella,2026-10-02,31.1,23.6,2.1,13.7,68,13.13,10.09,16.02,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-17,27.9,23.7,20.3,8.3,100,21.18,21.08,21.34,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-18,27.3,23.7,29.5,12.6,100,21.7,21.05,22.8,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-19,27.7,23.5,44.3,10.7,100,24.23,22.8,26.8,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-20,28.4,23.3,34.2,11.1,100,27.91,25.36,37.02,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-21,26.7,23.3,29.9,14.9,100,31.43,27.58,46.64,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-22,26.5,23.4,31.5,11.4,100,38.45,30.33,52.33,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-23,26.1,23.2,30.4,7.6,100,49.0,36.54,67.62,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-24,26.5,23.1,70.3,9.1,100,68.82,49.06,82.11,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-25,26.8,23.2,44.1,6.8,100,82.75,61.66,100.74,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-26,27.0,23.0,49.5,6.6,99,90.2,66.92,105.67,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-27,26.6,23.4,31.1,14.4,95,86.1,66.53,105.54,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-28,27.4,24.0,21.4,10.8,99,79.91,62.76,100.39,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-29,27.8,23.6,31.2,7.6,100,75.56,60.83,95.61,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-09-30,27.2,22.7,29.3,3.6,96,75.56,59.42,92.76,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-10-01,30.7,23.1,10.3,7.5,92,74.34,60.59,88.23,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
ratnapura,2026-10-02,32.9,23.4,0.3,12.1,83,73.47,59.62,86.8,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-17,27.2,24.5,32.9,19.7,100,23.15,23.1,23.21,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-18,28.3,24.4,27.4,18.6,100,23.95,23.38,25.73,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-19,27.4,24.4,31.9,20.3,100,28.11,26.29,30.01,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-20,27.7,24.3,42.3,21.3,100,32.57,29.76,38.45,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-21,28.4,24.4,33.2,19.6,100,37.55,32.65,45.04,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-22,26.6,24.7,30.8,19.9,100,43.77,35.82,53.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-23,26.1,24.6,23.0,16.7,100,53.2,40.79,65.87,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-24,26.4,24.4,36.8,20.6,100,64.61,51.48,78.62,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-25,26.6,24.1,39.0,20.6,98,78.25,61.3,100.52,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-26,27.0,24.2,43.8,17.6,92,94.72,68.75,113.95,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-27,27.4,24.3,17.4,17.3,91,95.61,71.7,114.61,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-28,29.1,24.4,12.3,15.0,97,95.61,70.88,110.96,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-29,29.0,24.7,19.0,10.1,100,94.5,68.35,105.93,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-09-30,28.2,23.5,10.0,9.5,98,90.41,67.47,105.29,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-10-01,29.4,23.7,5.7,11.6,94,86.5,65.84,103.36,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
baddegama,2026-10-02,29.8,25.0,1.3,20.2,78,83.33,64.99,99.12,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-17,27.9,23.1,18.9,17.6,100,12.49,12.46,12.6,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-18,26.9,23.2,22.4,15.2,100,12.9,12.66,14.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-19,27.4,23.1,16.6,16.9,100,15.03,13.89,16.56,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-20,27.9,23.2,23.5,18.6,100,17.24,15.46,19.44,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-21,28.0,23.2,20.7,17.0,100,19.0,16.64,21.59,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-22,27.4,23.6,22.9,17.8,99,22.28,17.9,24.47,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-23,26.0,23.6,19.7,15.4,99,25.92,20.31,31.44,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-24,26.1,23.2,39.5,15.3,98,33.43,23.92,39.83,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-25,29.4,23.2,28.0,15.5,94,40.78,29.43,56.82,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-26,26.5,22.7,42.7,13.4,86,45.34,31.51,62.05,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-27,27.4,22.4,12.1,16.0,87,50.17,35.22,64.25,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-28,29.3,22.5,13.3,13.7,86,51.0,35.94,62.98,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-29,28.9,22.9,10.1,12.4,93,48.55,36.5,60.31,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-09-30,26.7,22.6,9.1,9.3,80,48.43,36.93,59.27,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-10-01,30.0,23.1,9.3,8.6,74,47.75,36.76,58.02,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
akuressa,2026-10-02,32.8,23.7,0.0,16.9,72,45.99,36.5,56.81,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-17,28.2,22.3,5.1,15.1,98,33.43,33.2,33.75,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-18,27.4,22.2,7.5,15.9,100,32.73,31.85,33.79,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-19,26.6,21.8,13.6,13.3,100,34.24,32.73,35.48,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-20,27.2,21.5,6.1,16.3,99,36.84,34.2,39.83,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-21,26.4,21.5,7.5,18.0,100,38.45,35.64,48.56,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-22,27.3,21.4,9.0,17.4,100,42.15,37.16,53.1,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-23,27.2,21.0,11.6,22.0,100,46.97,40.5,60.73,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-24,25.6,21.2,22.3,15.6,100,56.54,46.48,78.63,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-25,25.6,21.4,15.7,16.1,100,65.83,53.73,101.72,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-26,25.4,21.1,22.2,15.9,100,70.12,55.95,100.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-27,26.7,21.2,20.0,17.5,95,71.44,55.04,97.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-28,27.6,20.4,6.6,14.8,100,69.63,53.77,96.06,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-29,29.1,20.5,15.0,12.4,100,68.18,52.46,91.47,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-09-30,24.7,20.2,18.6,7.5,98,72.28,52.4,90.52,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-10-01,28.5,20.2,7.2,8.3,91,70.78,52.4,87.62,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
peradeniya,2026-10-02,31.4,19.8,0.0,14.2,61,72.79,53.41,88.64,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-17,32.3,25.9,0.9,21.7,31,0.28,0.27,0.29,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-18,33.5,26.6,1.6,21.2,96,0.25,0.24,0.26,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-19,32.8,26.0,2.5,24.3,90,0.24,0.23,0.26,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-20,32.7,26.2,0.8,25.5,82,0.24,0.23,0.27,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-21,32.0,26.4,4.8,25.6,76,0.25,0.23,0.28,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-22,32.1,26.1,1.5,23.5,86,0.24,0.23,0.3,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-23,32.5,25.7,1.2,26.9,76,0.23,0.23,0.29,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-24,32.6,25.6,1.2,28.1,67,0.24,0.22,0.28,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-25,31.8,25.9,0.6,28.0,80,0.23,0.22,0.28,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-26,32.3,24.3,3.2,25.0,57,0.24,0.21,0.26,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-27,32.3,24.8,1.0,23.3,57,0.24,0.22,0.29,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-28,32.9,25.0,2.4,20.4,71,0.24,0.21,0.3,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-29,33.8,23.9,19.8,13.0,88,0.25,0.21,0.32,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-09-30,30.4,23.6,13.2,5.0,96,0.26,0.22,0.36,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-10-01,31.0,24.1,7.05,8.7,84,0.33,0.24,0.47,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
polonnaruwa,2026-10-02,35.5,23.0,0.0,21.1,45,0.42,0.31,0.62,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-17,32.3,24.9,1.5,25.8,43,0.05,0.05,0.05,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-18,33.5,25.1,4.6,23.7,96,0.03,0.03,0.04,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-19,30.8,24.1,14.4,26.5,97,0.03,0.02,0.04,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-20,30.1,23.9,3.2,26.0,97,0.05,0.03,0.06,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-21,30.0,24.1,3.2,26.3,94,0.06,0.05,0.12,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-22,28.6,24.7,6.4,26.0,97,0.07,0.05,0.13,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-23,27.4,24.1,8.9,25.9,100,0.09,0.05,0.12,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-24,28.6,24.4,8.4,29.6,95,0.09,0.06,0.16,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-25,28.5,23.9,7.1,27.8,100,0.09,0.05,0.16,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-26,28.7,24.0,7.9,26.7,83,0.08,0.05,0.18,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-27,28.7,24.1,3.1,24.9,79,0.08,0.04,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-28,30.7,24.0,7.2,24.4,85,0.05,0.04,0.14,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-29,29.6,23.4,15.0,18.4,84,0.05,0.03,0.11,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-09-30,29.7,23.7,12.6,15.3,92,0.05,0.03,0.11,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-10-01,30.0,24.1,4.05,15.0,84,0.05,0.03,0.11,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
anuradhapura,2026-10-02,34.4,24.1,0.0,19.5,45,0.09,0.03,0.24,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-17,29.6,25.1,4.8,23.2,90,0.3,0.29,0.3,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-18,29.6,24.2,22.4,21.8,100,0.3,0.29,0.31,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-19,27.8,24.5,47.7,24.0,100,0.33,0.31,0.35,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-20,27.8,25.0,28.6,20.4,100,0.38,0.36,0.45,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-21,27.3,25.1,19.7,23.1,99,0.51,0.42,0.57,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-22,27.5,25.1,19.3,22.2,100,0.61,0.46,0.74,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-23,27.8,25.2,16.5,23.8,100,0.71,0.6,0.95,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-24,26.8,25.0,26.1,25.2,100,0.89,0.69,1.27,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-25,27.2,25.1,15.8,25.6,95,1.06,0.78,1.53,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-26,26.8,25.1,29.3,26.4,96,1.22,0.87,1.92,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-27,26.1,25.0,22.1,20.7,93,1.18,0.92,2.06,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-28,28.5,25.0,14.0,19.2,88,1.28,0.94,1.95,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-29,28.4,24.7,13.2,14.9,91,1.32,0.91,1.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-09-30,27.7,24.7,9.8,14.8,89,1.31,0.88,1.85,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-10-01,29.2,24.8,1.55,12.2,84,1.33,0.87,1.77,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
chilaw,2026-10-02,30.3,24.9,0.9,14.9,57,1.31,0.9,1.73,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-17,29.1,24.2,4.8,17.6,99,2.37,2.37,2.39,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-18,29.5,22.9,23.0,18.6,100,2.35,2.31,2.46,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-19,27.0,22.9,36.4,17.0,100,2.5,2.35,2.61,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-20,27.6,22.6,15.0,15.4,98,2.77,2.56,3.1,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-21,27.8,22.8,20.8,15.0,100,3.24,2.86,3.64,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-22,25.6,22.8,32.9,14.8,99,3.6,3.18,4.97,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-23,25.5,23.3,42.8,16.5,100,4.25,3.53,7.09,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-24,26.5,23.4,40.1,17.7,100,5.65,4.32,9.53,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-25,25.5,23.1,38.0,17.9,99,7.95,5.15,11.85,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-26,26.7,23.1,35.8,17.4,95,9.14,5.78,15.11,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-27,25.3,23.1,27.3,13.0,92,9.16,6.28,16.36,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-28,25.8,23.3,18.2,14.2,95,9.02,6.53,15.57,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-29,26.0,23.2,21.7,13.5,95,9.26,6.4,14.98,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-09-30,27.6,22.9,11.4,12.1,91,9.35,7.18,14.74,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-10-01,30.3,22.8,7.35,9.1,84,9.35,7.36,15.92,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
giriulla,2026-10-02,31.5,22.9,0.3,13.4,57,9.59,7.25,15.37,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-17,32.4,24.2,4.0,20.7,88,1.88,1.88,1.89,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-18,32.3,25.0,11.2,19.7,100,1.85,1.85,1.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-19,31.5,25.1,4.3,16.1,95,1.84,1.84,1.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-20,33.4,24.8,4.4,17.4,86,1.85,1.82,1.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-21,32.7,24.8,8.1,18.9,89,1.84,1.82,1.89,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-22,32.0,24.9,1.5,19.0,94,1.82,1.81,1.88,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-23,32.1,24.8,1.8,20.8,80,1.82,1.8,1.87,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-24,32.0,24.7,0.6,24.7,88,1.82,1.79,1.85,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-25,31.7,24.4,1.8,24.4,86,1.81,1.77,1.85,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-26,32.0,24.6,1.8,22.5,84,1.81,1.77,1.85,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-27,32.9,24.5,9.0,20.1,94,1.79,1.76,1.84,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-28,33.3,23.1,9.0,14.8,94,1.79,1.76,1.82,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-29,33.4,23.0,23.4,12.5,96,1.79,1.75,1.82,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-09-30,32.0,22.6,16.2,11.1,92,1.79,1.75,1.82,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-10-01,32.0,23.1,13.5,11.3,84,1.81,1.74,1.84,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
kumbukkan,2026-10-02,35.9,24.4,0.6,15.9,63,1.82,1.77,1.86,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-17,31.0,28.2,0.0,31.7,41,0.31,0.31,0.32,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-18,31.2,28.0,2.2,28.1,87,0.34,0.31,0.37,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-19,31.3,25.5,9.3,25.8,68,0.38,0.34,0.5,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-20,29.7,26.2,20.2,22.4,80,0.73,0.54,1.04,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-21,29.6,26.2,9.4,25.2,78,1.45,1.11,1.94,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-22,29.7,27.3,3.3,25.0,77,1.98,1.46,2.75,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
jaffna,2026-09-23,29.9,27.8,0.7,30.5,45,2.03,1.3,2.99,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
