location_id,date_utc,temperature_max_c,temperature_min_c,precipitation_mm,wind_max_kmh,rain_probability_max_pct,flow_median_m3s,flow_p25_m3s,flow_p75_m3s,weather_retrieved_utc,flood_retrieved_utc
matale,2026-09-17,27.7,23.2,7.3,15.3,94,0.18,0.18,0.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-18,28.3,22.9,11.6,17.6,100,0.19,0.19,0.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-19,28.3,22.2,9.5,16.5,100,0.19,0.19,0.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-20,27.0,22.4,5.3,18.7,100,0.19,0.19,0.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-21,27.1,22.6,8.7,20.6,100,0.19,0.19,0.19,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-22,27.9,22.6,12.1,18.8,100,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-23,25.5,22.3,16.6,17.9,100,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-24,24.9,21.9,24.2,18.5,100,0.2,0.19,0.21,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-25,25.1,22.0,21.4,19.9,100,0.2,0.19,0.22,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-26,25.4,22.1,24.8,16.5,100,0.19,0.19,0.22,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-27,27.4,22.4,9.6,19.0,95,0.19,0.19,0.21,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-28,27.3,22.3,11.0,14.6,100,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-29,28.8,22.2,14.4,14.7,99,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-09-30,26.4,22.0,21.0,8.6,96,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-10-01,28.7,21.4,7.2,8.8,94,0.19,0.19,0.2,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
matale,2026-10-02,31.9,21.2,0.0,11.8,61,0.19,0.19,0.21,2026-09-17T06:42:47.917703+00:00,2026-09-17T06:42:48.718863+00:00
