date,rain,temp,humidity,wind,pressure,tmax,weather_model,location_id,q,flow_source,r3,r7,qp,rp,tp,wp,severity,district
2016-01-01,0.10000,27.76667,77.75000,16.90000,1013.45000,31.70000,ERA5,hanwella,9.54000,GloFAS v4 consolidated,,,99.67742,,11.93548,65.80645,2,Colombo
2016-01-02,1.20000,26.93750,80.83333,16.10000,1014.16250,30.30000,ERA5,hanwella,8.98000,GloFAS v4 consolidated,,,98.38710,,2.58065,59.67742,1,Colombo
2016-01-03,0.00000,27.98750,75.62500,20.60000,1012.77500,32.70000,ERA5,hanwella,8.53000,GloFAS v4 consolidated,1.30000,,96.12903,75.81699,42.25806,96.12903,1,Colombo
2016-01-04,0.00000,28.51667,76.41667,15.90000,1013.10417,33.60000,ERA5,hanwella,8.02000,GloFAS v4 consolidated,1.20000,,94.51613,74.83660,70.96774,58.38710,0,Colombo
2016-01-05,0.30000,28.00833,80.04167,12.90000,1012.39583,32.60000,ERA5,hanwella,7.53000,GloFAS v4 consolidated,0.30000,,93.22581,64.70588,36.77419,37.74194,0,Colombo
2016-01-06,1.10000,27.49167,81.12500,15.30000,1012.42083,32.40000,ERA5,hanwella,7.15000,GloFAS v4 consolidated,1.40000,,91.93548,76.79739,28.38710,56.12903,0,Colombo
2016-01-07,4.10000,27.71250,77.79167,11.60000,1013.26250,31.70000,ERA5,hanwella,6.98000,GloFAS v4 consolidated,5.50000,6.80000,91.29032,87.25490,11.93548,29.67742,0,Colombo
2016-01-08,0.00000,27.77083,72.62500,15.80000,1013.03333,32.30000,ERA5,hanwella,6.83000,GloFAS v4 consolidated,5.20000,6.70000,90.00000,86.60131,24.51613,57.74194,0,Colombo
2016-01-09,0.00000,28.57083,70.58333,13.80000,1011.68750,33.20000,ERA5,hanwella,6.46000,GloFAS v4 consolidated,4.10000,5.50000,88.70968,84.64052,57.09677,43.87097,0,Colombo
2016-01-10,0.80000,27.87083,74.83333,13.70000,1012.67500,30.80000,ERA5,hanwella,6.18000,GloFAS v4 consolidated,0.80000,6.30000,88.06452,71.56863,5.80645,42.58065,0,Colombo
2016-01-11,0.00000,28.20833,70.12500,17.30000,1012.28750,32.80000,ERA5,hanwella,5.89000,GloFAS v4 consolidated,0.80000,6.30000,86.77419,71.56863,45.80645,70.32258,0,Colombo
2016-01-12,0.00000,27.70833,67.58333,18.90000,1011.02917,32.80000,ERA5,hanwella,5.55000,GloFAS v4 consolidated,0.80000,6.00000,85.48387,71.56863,45.80645,84.19355,0,Colombo
2016-01-13,0.00000,27.49583,66.20833,16.30000,1011.60833,32.60000,ERA5,hanwella,5.25000,GloFAS v4 consolidated,0.00000,4.90000,84.19355,24.18301,36.77419,61.29032,0,Colombo
2016-01-14,0.00000,26.72917,66.20833,18.60000,1011.27917,32.50000,ERA5,hanwella,4.96000,GloFAS v4 consolidated,0.00000,0.80000,82.90323,24.18301,31.61290,80.96774,0,Colombo
2016-01-15,0.00000,27.13750,66.54167,10.60000,1010.85000,32.10000,ERA5,hanwella,4.68000,GloFAS v4 consolidated,0.00000,0.80000,81.61290,24.18301,19.35484,23.87097,0,Colombo
2016-01-16,0.00000,27.87917,68.20833,11.30000,1010.70833,33.50000,ERA5,hanwella,4.42000,GloFAS v4 consolidated,0.00000,0.80000,80.32258,24.18301,65.80645,28.06452,0,Colombo
2016-01-17,0.00000,28.00833,66.75000,10.20000,1010.32917,33.70000,ERA5,hanwella,4.19000,GloFAS v4 consolidated,0.00000,0.00000,79.03226,24.18301,74.19355,21.61290,0,Colombo
2016-01-18,0.00000,28.20417,67.58333,7.10000,1009.94167,34.20000,ERA5,hanwella,3.97000,GloFAS v4 consolidated,0.00000,0.00000,77.74194,24.18301,83.54839,6.77419,0,Colombo
2016-01-19,0.00000,28.67917,70.20833,7.20000,1009.93750,34.00000,ERA5,hanwella,3.76000,GloFAS v4 consolidated,0.00000,0.00000,75.80645,24.18301,80.32258,8.38710,0,Colombo
2016-01-20,0.00000,29.26250,70.91667,10.20000,1010.60417,34.50000,ERA5,hanwella,3.58000,GloFAS v4 consolidated,0.00000,0.00000,73.87097,24.18301,86.77419,21.61290,0,Colombo
2016-01-21,0.20000,29.55833,68.04167,9.40000,1010.93333,34.80000,ERA5,hanwella,3.41000,GloFAS v4 consolidated,0.20000,0.20000,72.58065,60.78431,91.61290,15.48387,0,Colombo
2016-01-22,0.00000,29.21250,68.83333,5.60000,1011.65833,34.70000,ERA5,hanwella,3.30000,GloFAS v4 consolidated,0.20000,0.20000,70.64516,60.78431,90.32258,1.61290,0,Colombo
2016-01-23,1.80000,28.77500,73.95833,10.10000,1012.13333,34.00000,ERA5,hanwella,3.17000,GloFAS v4 consolidated,2.00000,2.00000,68.70968,78.75817,80.32258,19.67742,0,Colombo
2016-01-24,4.60000,28.68333,76.04167,10.90000,1012.26250,34.60000,ERA5,hanwella,3.11000,GloFAS v4 consolidated,6.40000,6.60000,67.09677,88.88889,88.70968,26.77419,0,Colombo
2016-01-25,2.40000,28.85000,75.33333,11.40000,1011.26667,34.70000,ERA5,hanwella,3.11000,GloFAS v4 consolidated,8.80000,9.00000,67.09677,93.79085,90.32258,28.70968,0,Colombo
2016-01-26,0.40000,29.01250,70.04167,15.30000,1011.34583,35.10000,ERA5,hanwella,3.03000,GloFAS v4 consolidated,7.40000,9.40000,64.51613,90.52288,95.80645,56.12903,1,Colombo
2016-01-27,0.00000,28.25833,62.04167,14.60000,1011.52917,35.00000,ERA5,hanwella,2.92000,GloFAS v4 consolidated,2.80000,9.40000,62.58065,80.39216,94.19355,50.00000,0,Colombo
2016-01-28,0.00000,27.92500,63.87500,7.60000,1012.24583,34.80000,ERA5,hanwella,2.78000,GloFAS v4 consolidated,0.40000,9.20000,59.03226,67.32026,91.61290,10.32258,0,Colombo
2016-01-29,0.00000,27.52083,63.50000,17.30000,1012.42500,33.50000,ERA5,hanwella,2.66000,GloFAS v4 consolidated,0.00000,9.20000,56.45161,24.18301,65.80645,70.32258,0,Colombo
2016-01-30,0.00000,27.89167,60.66667,14.80000,1011.92917,33.50000,ERA5,hanwella,2.53000,GloFAS v4 consolidated,0.00000,7.40000,53.22581,24.18301,65.80645,50.96774,0,Colombo
2016-01-31,0.00000,28.30833,61.66667,17.80000,1011.19167,33.60000,ERA5,hanwella,2.42000,GloFAS v4 consolidated,0.00000,2.80000,50.00000,24.18301,70.96774,74.19355,0,Colombo
2016-02-01,0.00000,28.72083,60.87500,17.50000,1011.42500,34.10000,ERA5,hanwella,2.31000,GloFAS v4 consolidated,0.00000,0.40000,63.73239,13.02817,52.81690,92.60563,0,Colombo
2016-02-02,0.00000,28.24583,57.87500,20.00000,1011.51667,33.90000,ERA5,hanwella,2.22000,GloFAS v4 consolidated,0.00000,0.00000,59.50704,13.02817,48.59155,98.59155,1,Colombo
2016-02-03,0.00000,28.43333,53.41667,16.10000,1011.30833,34.70000,ERA5,hanwella,2.13000,GloFAS v4 consolidated,0.00000,0.00000,54.22535,13.02817,66.19718,88.73239,0,Colombo
2016-02-04,0.00000,28.66250,57.70833,13.90000,1011.13750,34.00000,ERA5,hanwella,2.05000,GloFAS v4 consolidated,0.00000,0.00000,53.16901,13.02817,50.70423,76.05634,0,Colombo
2016-02-05,0.00000,28.85833,62.62500,11.80000,1010.97083,34.40000,ERA5,hanwella,1.97000,GloFAS v4 consolidated,0.00000,0.00000,52.46479,13.02817,60.91549,56.33803,0,Colombo
2016-02-06,0.00000,29.95000,66.58333,12.20000,1010.40417,35.50000,ERA5,hanwella,1.89000,GloFAS v4 consolidated,0.00000,0.00000,50.35211,13.02817,84.50704,59.50704,0,Colombo
2016-02-07,0.00000,29.33750,69.66667,7.90000,1011.57083,32.90000,ERA5,hanwella,1.84000,GloFAS v4 consolidated,0.00000,0.00000,49.29577,13.02817,29.22535,8.09859,0,Colombo
2016-02-08,0.00000,29.97500,68.50000,11.50000,1010.87917,35.30000,ERA5,hanwella,1.77000,GloFAS v4 consolidated,0.00000,0.00000,46.12676,13.02817,79.57746,54.92958,0,Colombo
2016-02-09,1.10000,29.45833,71.83333,8.50000,1011.35417,35.10000,ERA5,hanwella,1.72000,GloFAS v4 consolidated,1.10000,1.10000,44.36620,46.47887,76.76056,14.08451,0,Colombo
2016-02-10,0.10000,29.42500,71.29167,10.20000,1010.81667,34.60000,ERA5,hanwella,1.69000,GloFAS v4 consolidated,1.20000,1.20000,42.95775,48.59155,64.08451,39.78873,0,Colombo
2016-02-11,0.00000,29.30833,69.29167,10.00000,1010.75833,35.10000,ERA5,hanwella,1.64000,GloFAS v4 consolidated,1.20000,1.20000,41.90141,48.59155,76.76056,35.56338,0,Colombo
2016-02-12,0.00000,29.39167,63.75000,13.30000,1010.25417,35.50000,ERA5,hanwella,1.59000,GloFAS v4 consolidated,0.10000,1.20000,39.78873,27.81690,84.50704,71.47887,0,Colombo
2016-02-13,0.20000,29.46667,65.45833,8.70000,1010.71250,34.30000,ERA5,hanwella,1.55000,GloFAS v4 consolidated,0.20000,1.40000,38.38028,32.39437,56.33803,17.60563,0,Colombo
2016-02-14,0.00000,29.82917,65.50000,8.80000,1010.76250,35.10000,ERA5,hanwella,1.50000,GloFAS v4 consolidated,0.20000,1.40000,36.61972,32.39437,76.76056,20.77465,0,Colombo
2016-02-15,10.70000,28.03333,78.54167,10.40000,1011.77500,33.60000,ERA5,hanwella,1.82000,GloFAS v4 consolidated,10.90000,12.10000,48.23944,81.33803,44.36620,41.90141,0,Colombo
2016-02-16,2.40000,28.33333,68.95833,16.30000,1011.12500,33.50000,ERA5,hanwella,2.21000,GloFAS v4 consolidated,13.10000,13.40000,57.04225,86.97183,41.90141,89.78873,0,Colombo
2016-02-17,2.60000,28.83750,74.75000,15.30000,1010.30833,33.00000,ERA5,hanwella,2.21000,GloFAS v4 consolidated,15.70000,15.90000,57.04225,87.67606,32.04225,86.26761,0,Colombo
2016-02-18,4.00000,28.72917,76.95833,6.90000,1011.06250,33.10000,ERA5,hanwella,2.36000,GloFAS v4 consolidated,9.00000,19.90000,67.25352,78.52113,33.80282,1.76056,0,Colombo
2016-02-19,4.20000,28.61667,78.50000,9.20000,1012.87083,34.40000,ERA5,hanwella,2.52000,GloFAS v4 consolidated,10.80000,24.10000,76.40845,80.63380,60.91549,27.46479,0,Colombo
2016-02-20,2.90000,27.88750,79.66667,9.40000,1013.51667,32.90000,ERA5,hanwella,2.53000,GloFAS v4 consolidated,11.10000,26.80000,77.46479,82.04225,29.22535,30.28169,0,Colombo
2016-02-21,0.00000,29.62917,70.91667,7.90000,1012.22083,35.40000,ERA5,hanwella,2.56000,GloFAS v4 consolidated,7.10000,26.80000,79.22535,74.29577,81.33803,8.09859,0,Colombo
2016-02-22,0.00000,30.23333,68.95833,9.10000,1012.52917,36.00000,ERA5,hanwella,2.42000,GloFAS v4 consolidated,2.90000,16.10000,70.07042,61.61972,90.49296,25.35211,0,Colombo
2016-02-23,0.60000,28.93750,75.70833,12.60000,1012.09167,34.00000,ERA5,hanwella,2.30000,GloFAS v4 consolidated,0.60000,14.30000,62.67606,39.43662,50.70423,63.02817,0,Colombo
2016-02-24,0.00000,29.71250,70.70833,7.30000,1011.23750,34.60000,ERA5,hanwella,2.21000,GloFAS v4 consolidated,0.60000,11.70000,57.04225,39.43662,64.08451,3.52113,0,Colombo
2016-02-25,4.90000,28.55833,77.95833,11.20000,1011.65000,33.90000,ERA5,hanwella,2.22000,GloFAS v4 consolidated,5.50000,12.60000,59.50704,70.42254,48.59155,48.94366,0,Colombo
2016-02-26,0.00000,29.66667,67.62500,6.60000,1011.78333,34.80000,ERA5,hanwella,2.39000,GloFAS v4 consolidated,4.90000,8.40000,68.66197,68.30986,68.66197,1.05634,0,Colombo
2016-02-27,0.80000,29.62500,67.95833,9.30000,1012.55000,35.40000,ERA5,hanwella,2.30000,GloFAS v4 consolidated,5.70000,6.30000,62.67606,71.47887,81.33803,28.52113,0,Colombo
2016-02-28,0.40000,30.35833,65.08333,8.70000,1013.50833,36.90000,ERA5,hanwella,2.21000,GloFAS v4 consolidated,1.20000,6.70000,57.04225,48.59155,98.23944,17.60563,1,Colombo
2016-02-29,3.20000,29.87917,67.91667,7.70000,1012.89583,36.60000,ERA5,hanwella,2.13000,GloFAS v4 consolidated,4.40000,9.90000,54.22535,64.43662,95.77465,6.33803,1,Colombo
2016-03-01,2.00000,30.10833,66.87500,11.10000,1011.55000,36.40000,ERA5,hanwella,2.13000,GloFAS v4 consolidated,5.60000,11.30000,58.06452,66.45161,93.22581,47.74194,0,Colombo
2016-03-02,0.60000,30.61250,62.45833,8.00000,1011.55833,36.90000,ERA5,hanwella,2.05000,GloFAS v4 consolidated,5.80000,11.90000,55.16129,67.74194,97.74194,10.64516,1,Colombo
2016-03-03,1.90000,30.65417,62.29167,10.80000,1011.96250,36.90000,ERA5,hanwella,1.99000,GloFAS v4 consolidated,4.50000,8.90000,53.22581,59.03226,97.74194,42.25806,1,Colombo
2016-03-04,2.10000,30.47500,67.75000,7.90000,1010.89583,36.50000,ERA5,hanwella,1.94000,GloFAS v4 consolidated,4.60000,11.00000,50.32258,60.64516,93.87097,9.35484,0,Colombo
2016-03-05,2.00000,30.20417,70.41667,10.50000,1010.31667,36.00000,ERA5,hanwella,1.90000,GloFAS v4 consolidated,6.00000,12.20000,49.03226,68.70968,88.70968,37.41935,0,Colombo
2016-03-06,1.40000,29.82083,73.83333,14.80000,1009.95833,34.30000,ERA5,hanwella,1.86000,GloFAS v4 consolidated,5.50000,13.20000,47.41935,65.48387,51.29032,90.64516,0,Colombo
2016-03-07,1.20000,29.81250,73.20833,13.60000,1009.78750,35.30000,ERA5,hanwella,1.81000,GloFAS v4 consolidated,4.60000,11.20000,46.12903,60.64516,73.87097,81.29032,0,Colombo
2016-03-08,2.00000,29.04583,79.37500,9.70000,1009.97500,33.70000,ERA5,hanwella,1.78000,GloFAS v4 consolidated,4.60000,11.20000,44.19355,60.64516,32.58065,25.48387,0,Colombo
2016-03-09,0.00000,29.80833,75.91667,9.30000,1010.75000,34.50000,ERA5,hanwella,1.75000,GloFAS v4 consolidated,3.20000,10.60000,41.93548,48.70968,57.41935,22.90323,0,Colombo
2016-03-10,1.20000,30.15833,76.83333,8.30000,1011.13333,34.70000,ERA5,hanwella,1.72000,GloFAS v4 consolidated,3.20000,9.90000,39.67742,48.70968,60.96774,13.22581,0,Colombo
2016-03-11,2.90000,29.86667,77.00000,10.40000,1011.41667,34.90000,ERA5,hanwella,1.77000,GloFAS v4 consolidated,4.10000,10.70000,42.90323,55.16129,66.12903,34.51613,0,Colombo
2016-03-12,1.70000,29.68333,77.08333,12.90000,1011.60833,33.90000,ERA5,hanwella,1.80000,GloFAS v4 consolidated,5.80000,10.40000,45.48387,67.74194,38.06452,68.70968,0,Colombo
2016-03-13,0.50000,30.01667,74.58333,10.60000,1011.70417,34.50000,ERA5,hanwella,1.74000,GloFAS v4 consolidated,5.10000,9.50000,40.96774,64.19355,57.41935,40.00000,0,Colombo
2016-03-14,1.20000,30.14167,72.95833,13.50000,1011.35000,35.30000,ERA5,hanwella,1.69000,GloFAS v4 consolidated,3.40000,9.50000,38.38710,51.93548,73.87097,80.32258,0,Colombo
2016-03-15,0.60000,29.76250,71.29167,11.60000,1011.55417,34.80000,ERA5,hanwella,1.62000,GloFAS v4 consolidated,2.30000,8.10000,36.45161,40.64516,63.22581,58.06452,0,Colombo
2016-03-16,0.20000,30.16667,72.45833,12.90000,1010.97917,34.90000,ERA5,hanwella,1.59000,GloFAS v4 consolidated,2.00000,8.30000,35.16129,34.51613,66.12903,68.70968,0,Colombo
2016-03-17,0.00000,30.63750,71.37500,13.30000,1010.71667,36.00000,ERA5,hanwella,1.53000,GloFAS v4 consolidated,0.80000,7.10000,31.93548,15.48387,88.70968,77.09677,0,Colombo
2016-03-18,0.00000,30.97917,67.20833,13.30000,1010.07500,36.80000,ERA5,hanwella,1.50000,GloFAS v4 consolidated,0.20000,4.20000,30.32258,7.09677,95.80645,77.09677,1,Colombo
2016-03-19,2.10000,29.71250,72.37500,13.00000,1011.14583,33.90000,ERA5,hanwella,1.47000,GloFAS v4 consolidated,2.10000,4.60000,28.70968,37.09677,38.06452,70.96774,0,Colombo
2016-03-20,0.00000,30.37917,67.00000,13.30000,1010.92917,35.60000,ERA5,hanwella,1.44000,GloFAS v4 consolidated,2.10000,4.10000,27.09677,37.09677,78.38710,77.09677,0,Colombo
2016-03-21,0.00000,29.99583,69.00000,15.90000,1010.27500,34.60000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,2.10000,2.90000,25.48387,37.09677,59.35484,97.74194,1,Colombo
2016-03-22,0.20000,30.41250,67.16667,14.80000,1009.72500,35.00000,ERA5,hanwella,1.38000,GloFAS v4 consolidated,0.20000,2.50000,24.19355,7.09677,68.38710,90.64516,0,Colombo
2016-03-23,0.00000,30.93333,66.04167,15.20000,1010.21667,35.90000,ERA5,hanwella,1.34000,GloFAS v4 consolidated,0.20000,2.30000,23.22581,7.09677,84.51613,94.19355,0,Colombo
2016-03-24,0.00000,31.26667,64.95833,14.40000,1011.57083,36.90000,ERA5,hanwella,1.31000,GloFAS v4 consolidated,0.20000,2.30000,21.93548,7.09677,97.74194,87.41935,1,Colombo
2016-03-25,0.10000,31.16250,64.95833,11.20000,1012.33333,36.80000,ERA5,hanwella,1.28000,GloFAS v4 consolidated,0.10000,2.40000,20.00000,4.83871,95.80645,49.03226,1,Colombo
2016-03-26,0.90000,31.34583,65.75000,13.40000,1011.68333,37.00000,ERA5,hanwella,1.25000,GloFAS v4 consolidated,1.00000,1.20000,17.74194,19.03226,99.03226,79.35484,2,Colombo
2016-03-27,3.60000,30.64167,70.16667,10.40000,1011.63750,36.00000,ERA5,hanwella,1.22000,GloFAS v4 consolidated,4.60000,4.80000,15.16129,60.64516,88.70968,34.51613,0,Colombo
2016-03-28,2.90000,28.94167,77.08333,10.90000,1011.70000,34.40000,ERA5,hanwella,1.22000,GloFAS v4 consolidated,7.40000,7.70000,15.16129,73.87097,54.19355,44.19355,0,Colombo
2016-03-29,6.00000,29.48750,73.83333,8.00000,1011.81667,35.90000,ERA5,hanwella,1.25000,GloFAS v4 consolidated,12.50000,13.50000,17.74194,80.32258,84.51613,10.64516,0,Colombo
2016-03-30,5.40000,28.33750,79.37500,9.80000,1012.33333,33.80000,ERA5,hanwella,1.28000,GloFAS v4 consolidated,14.30000,18.90000,20.00000,83.54839,34.83871,27.41935,0,Colombo
2016-03-31,0.50000,29.95000,73.66667,7.20000,1010.97083,34.40000,ERA5,hanwella,1.31000,GloFAS v4 consolidated,11.90000,19.40000,21.93548,78.70968,54.19355,4.51613,0,Colombo
2016-04-01,1.90000,29.22500,74.91667,12.10000,1009.82917,34.60000,ERA5,hanwella,1.34000,GloFAS v4 consolidated,7.80000,21.20000,24.00000,45.00000,75.33333,55.33333,0,Colombo
2016-04-02,0.00000,30.41667,69.95833,11.20000,1010.40417,35.60000,ERA5,hanwella,1.34000,GloFAS v4 consolidated,2.40000,20.30000,24.00000,10.33333,91.00000,36.00000,0,Colombo
2016-04-03,1.30000,30.66250,70.00000,13.00000,1011.45417,35.90000,ERA5,hanwella,1.31000,GloFAS v4 consolidated,3.20000,18.00000,20.33333,14.00000,95.33333,69.66667,1,Colombo
2016-04-04,1.00000,29.83750,73.20833,11.20000,1010.30417,34.30000,ERA5,hanwella,1.28000,GloFAS v4 consolidated,2.30000,16.10000,18.00000,9.00000,69.33333,36.00000,0,Colombo
2016-04-05,13.30000,29.51667,75.95833,14.10000,1010.43750,34.30000,ERA5,hanwella,1.44000,GloFAS v4 consolidated,15.60000,23.40000,33.00000,69.66667,69.33333,80.66667,0,Colombo
2016-04-06,0.50000,29.35833,76.70833,13.10000,1010.66667,34.10000,ERA5,hanwella,1.56000,GloFAS v4 consolidated,14.80000,18.50000,42.66667,66.66667,66.33333,71.00000,0,Colombo
2016-04-07,4.60000,29.31250,77.79167,9.60000,1009.89583,33.80000,ERA5,hanwella,1.56000,GloFAS v4 consolidated,18.40000,22.60000,42.66667,80.00000,57.66667,13.00000,0,Colombo
2016-04-08,0.70000,30.34167,74.37500,10.60000,1009.46667,34.60000,ERA5,hanwella,1.53000,GloFAS v4 consolidated,5.80000,21.40000,40.00000,33.33333,75.33333,24.33333,0,Colombo
2016-04-09,0.50000,30.15417,74.70833,11.00000,1010.52917,34.70000,ERA5,hanwella,1.47000,GloFAS v4 consolidated,5.80000,21.90000,36.00000,33.33333,79.66667,32.00000,0,Colombo
2016-04-10,2.60000,29.52917,76.79167,12.10000,1011.40417,34.50000,ERA5,hanwella,1.44000,GloFAS v4 consolidated,3.80000,23.20000,33.00000,18.33333,71.66667,55.33333,0,Colombo
2016-04-11,0.70000,30.36250,72.20833,10.90000,1010.62500,34.60000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,3.80000,22.90000,29.66667,18.33333,75.33333,30.66667,0,Colombo
2016-04-12,1.90000,30.64167,74.50000,13.70000,1009.58333,34.70000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,5.20000,11.50000,29.66667,26.66667,79.66667,76.66667,0,Colombo
2016-04-13,0.60000,31.10833,74.79167,13.20000,1007.86250,35.00000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,3.20000,11.60000,29.66667,14.00000,85.66667,71.66667,0,Colombo
2016-04-14,2.30000,30.15000,77.87500,15.80000,1008.39167,34.50000,ERA5,hanwella,1.38000,GloFAS v4 consolidated,4.80000,9.30000,27.00000,24.66667,71.66667,95.66667,1,Colombo
2016-04-15,1.50000,30.62500,75.37500,11.50000,1009.45417,35.90000,ERA5,hanwella,1.34000,GloFAS v4 consolidated,4.40000,10.10000,24.00000,22.00000,95.33333,41.66667,1,Colombo
2016-04-16,1.70000,30.07917,76.20833,13.30000,1009.36667,34.60000,ERA5,hanwella,1.31000,GloFAS v4 consolidated,5.50000,11.30000,20.33333,28.66667,75.33333,73.00000,0,Colombo
2016-04-17,7.50000,29.55000,78.95833,11.60000,1008.92500,34.70000,ERA5,hanwella,1.34000,GloFAS v4 consolidated,10.70000,16.20000,24.00000,57.66667,79.66667,45.33333,0,Colombo
2016-04-18,1.30000,30.43333,75.70833,12.60000,1008.77083,34.70000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,10.50000,16.80000,29.66667,56.66667,79.66667,64.33333,0,Colombo
2016-04-19,9.60000,28.75000,82.37500,12.40000,1009.71250,34.20000,ERA5,hanwella,1.47000,GloFAS v4 consolidated,18.40000,24.50000,36.00000,80.00000,68.00000,59.66667,0,Colombo
2016-04-20,4.00000,28.51250,81.91667,10.80000,1010.78333,34.00000,ERA5,hanwella,1.56000,GloFAS v4 consolidated,14.90000,27.90000,42.66667,67.66667,63.33333,28.33333,0,Colombo
2016-04-21,3.40000,29.27500,80.62500,11.80000,1010.40417,34.00000,ERA5,hanwella,1.56000,GloFAS v4 consolidated,17.00000,29.00000,42.66667,75.66667,63.33333,48.33333,0,Colombo
2016-04-22,0.60000,30.04583,79.54167,12.20000,1009.60000,33.90000,ERA5,hanwella,1.53000,GloFAS v4 consolidated,8.00000,28.10000,40.00000,45.66667,60.00000,57.66667,0,Colombo
2016-04-23,1.50000,30.02083,81.25000,17.40000,1008.31250,33.40000,ERA5,hanwella,1.50000,GloFAS v4 consolidated,5.50000,27.90000,38.00000,28.66667,49.66667,99.66667,2,Colombo
2016-04-24,1.70000,30.44167,76.33333,15.80000,1006.97083,33.70000,ERA5,hanwella,1.47000,GloFAS v4 consolidated,3.80000,22.10000,36.00000,18.33333,55.33333,95.66667,1,Colombo
2016-04-25,1.40000,30.84167,72.66667,13.00000,1007.81250,34.60000,ERA5,hanwella,1.44000,GloFAS v4 consolidated,4.60000,22.20000,33.00000,23.33333,75.33333,69.66667,0,Colombo
2016-04-26,7.40000,29.35833,76.29167,15.10000,1009.33750,34.00000,ERA5,hanwella,1.40000,GloFAS v4 consolidated,10.50000,20.00000,29.66667,56.66667,63.33333,91.66667,0,Colombo
2016-04-27,5.00000,29.92917,75.75000,9.90000,1008.71250,35.00000,ERA5,hanwella,1.44000,GloFAS v4 consolidated,13.80000,21.00000,33.00000,63.66667,85.66667,16.00000,0,Colombo
2016-04-28,3.50000,29.48750,78.75000,10.60000,1008.72083,34.00000,ERA5,hanwella,1.53000,GloFAS v4 consolidated,15.90000,21.10000,40.00000,72.33333,63.33333,24.33333,0,Colombo
2016-04-29,0.50000,30.25000,74.54167,8.70000,1009.13750,35.10000,ERA5,hanwella,1.50000,GloFAS v4 consolidated,9.00000,21.00000,38.00000,47.66667,87.66667,6.33333,0,Colombo
2016-04-30,27.60000,28.24167,82.62500,12.10000,1009.66667,33.70000,ERA5,hanwella,1.69000,GloFAS v4 consolidated,31.60000,47.10000,45.00000,93.66667,55.33333,55.33333,0,Colombo
2016-05-01,6.10000,28.64167,84.00000,9.20000,1009.19167,33.20000,ERA5,hanwella,1.90000,GloFAS v4 consolidated,34.20000,51.50000,0.32258,66.77419,92.58065,6.45161,0,Colombo
2016-05-02,5.00000,29.08750,83.00000,11.60000,1009.29167,33.20000,ERA5,hanwella,2.00000,GloFAS v4 consolidated,38.70000,55.10000,1.29032,74.51613,92.58065,18.06452,0,Colombo
2016-05-03,4.50000,29.14583,83.41667,10.60000,1008.93750,32.70000,ERA5,hanwella,2.06000,GloFAS v4 consolidated,15.60000,52.20000,2.58065,37.41935,86.77419,12.90323,0,Colombo
2016-05-04,3.20000,28.93750,83.29167,11.60000,1008.95000,33.30000,ERA5,hanwella,2.00000,GloFAS v4 consolidated,12.70000,50.40000,1.29032,30.00000,94.51613,18.06452,0,Colombo
2016-05-05,8.20000,29.04167,83.16667,10.50000,1009.34583,33.60000,ERA5,hanwella,2.06000,GloFAS v4 consolidated,15.90000,55.10000,2.58065,39.35484,97.74194,11.61290,1,Colombo
2016-05-06,3.00000,28.58333,84.87500,8.90000,1009.02917,32.00000,ERA5,hanwella,2.25000,GloFAS v4 consolidated,14.40000,57.60000,3.54839,33.22581,68.70968,4.51613,0,Colombo
2016-05-07,1.10000,28.42917,84.79167,9.50000,1009.26250,32.10000,ERA5,hanwella,2.31000,GloFAS v4 consolidated,12.30000,31.10000,4.83871,29.35484,71.93548,8.70968,0,Colombo
2016-05-08,10.70000,28.12083,86.33333,9.00000,1009.58333,33.30000,ERA5,hanwella,2.31000,GloFAS v4 consolidated,14.80000,35.70000,4.83871,34.51613,94.51613,5.48387,0,Colombo
2016-05-09,8.80000,27.78750,87.20833,9.70000,1008.93333,32.40000,ERA5,hanwella,2.62000,GloFAS v4 consolidated,20.60000,39.50000,19.35484,49.35484,77.41935,9.67742,0,Colombo
2016-05-10,28.00000,27.25000,88.12500,7.70000,1009.15417,32.30000,ERA5,hanwella,4.13000,GloFAS v4 consolidated,47.50000,63.00000,46.77419,83.54839,75.48387,1.29032,0,Colombo
2016-05-11,21.70000,27.08333,90.04167,7.70000,1008.78333,31.00000,ERA5,hanwella,4.94000,GloFAS v4 consolidated,58.50000,81.50000,48.70968,91.93548,36.12903,1.29032,0,Colombo
2016-05-12,19.20000,27.05417,90.00000,8.30000,1007.64583,30.00000,ERA5,hanwella,5.28000,GloFAS v4 consolidated,68.90000,92.50000,50.64516,93.87097,19.03226,2.25806,0,Colombo
2016-05-13,38.10000,27.44167,88.54167,12.60000,1007.38750,31.70000,ERA5,hanwella,13.93000,GloFAS v4 consolidated,79.00000,127.60000,86.77419,95.16129,55.80645,24.83871,1,Colombo
2016-05-14,55.60000,27.16667,92.00000,9.20000,1008.12917,29.70000,ERA5,hanwella,19.23000,GloFAS v4 consolidated,112.90000,182.10000,88.70968,97.74194,14.51613,6.45161,1,Colombo
